Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados,Pases_intentados,Pases_progresivos,Pases_progresivos,Regates_exitosos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xAG,xAG,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date
Julian Ryerson,no NOR,WB,27-175,"Sunday May 11, 2025",1,1,0.1,0.1,0.0,0.0,1,21,21,21,1,1,3,3,7,0,0.0,0.0,0.0,2,16,4,0,1,16,16,16,1,1,0,9,2,60.0,2,1,2,2,16,2,0,1,0,0.0,30.06.2028
Finn Jeltsch,de GER,CB,18-290,"Saturday May 3, 2025",0,0,0.0,0.0,0.0,0.0,0,77,77,77,2,2,0,0,39,2,0.0,0.0,0.0,1,74,3,0,0,71,71,71,0,2,1,1,0,,0,0,1,0,68,0,2,0,2,100.0,30.06.2030
Julian Ryerson,no NOR,LB,26-323,"Saturday October 5, 2024",1,2,0.1,0.1,0.0,0.0,0,43,43,43,1,1,1,1,11,3,0.0,0.0,0.0,0,35,8,0,0,33,33,33,0,1,0,9,1,50.0,1,1,2,1,30,1,1,0,0,0.0,30.06.2028
Lutsharel Geertruida,nl NED,WB,24-093,"Saturday October 19, 2024",0,0,0.0,0.0,0.0,0.0,0,46,46,46,1,1,1,1,14,2,0.0,0.0,0.0,1,34,12,0,1,38,38,38,0,5,0,14,0,100.0,0,1,2,0,26,4,1,1,0,,30.06.2029
Julian Ryerson,no NOR,"RW,RB",27-146,"Saturday April 12, 2025",0,0,0.0,0.0,0.5,0.5,2,25,25,25,1,1,3,3,7,1,0.5,0.5,0.3,1,20,5,0,5,17,17,17,0,2,0,8,0,75.0,1,0,3,1,16,2,0,5,0,0.0,30.06.2028
Kaishu Sano,jp JPN,CM,24-096,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,1,45,45,45,5,5,0,0,16,3,0.0,0.0,0.0,3,45,0,0,1,33,33,33,0,0,0,10,0,,0,0,1,0,32,1,1,1,3,33.3,30.06.2028
Nadiem Amiri,de GER,CM,28-160,"Saturday April 5, 2025",0,4,0.3,0.3,0.3,0.3,4,54,54,54,12,12,1,1,20,6,0.3,0.3,0.4,7,47,6,0,5,43,43,43,1,1,0,24,4,33.3,2,3,3,3,47,3,2,5,0,0.0,30.06.2028
Yan Couto,br BRA,RB,22-102,"Friday September 13, 2024",0,0,0.0,0.0,0.0,0.0,0,8,8,8,0,0,0,0,2,1,0.0,0.0,0.0,0,7,1,0,1,5,5,5,0,1,0,3,0,,0,0,0,1,5,2,0,1,0,,30.06.2030
Kaishu Sano,jp JPN,CM,23-330,"Sunday November 24, 2024",0,1,0.0,0.0,0.0,0.0,3,69,69,69,7,7,2,2,24,5,0.0,0.0,0.0,7,69,0,0,0,61,61,61,0,0,0,11,0,100.0,0,1,1,1,53,2,1,0,1,20.0,30.06.2028
Maximilian Mittelstadt,de GER,LB,27-180,"Saturday September 14, 2024",0,0,0.0,0.0,0.0,0.0,0,54,54,54,2,2,1,1,16,3,0.0,0.0,0.0,2,44,9,0,0,45,45,45,1,4,0,11,1,100.0,0,0,3,0,43,0,1,0,3,75.0,30.06.2028
Lutsharel Geertruida,nl NED,RB,24-100,"Saturday October 26, 2024",1,1,0.3,0.3,0.0,0.0,2,48,48,48,3,3,2,2,27,2,0.0,0.0,0.0,3,35,13,0,0,43,43,43,0,1,1,6,1,66.7,1,2,1,1,33,0,2,0,0,,30.06.2029
David Raum,de GER,WB,26-265,"Sunday January 12, 2025",0,0,0.0,0.0,0.1,0.1,2,42,42,42,0,0,1,1,12,4,0.1,0.1,0.1,1,33,9,0,3,35,35,35,0,2,0,11,1,50.0,1,2,0,0,25,2,0,3,0,,30.06.2027
Aleix Garcia,es ESP,"AM,DM",27-113,"Saturday October 19, 2024",0,1,0.0,0.0,0.0,0.0,1,32,32,32,2,2,0,0,5,2,0.0,0.0,0.0,0,30,2,0,1,28,28,28,0,1,0,21,0,,0,0,3,0,29,0,0,1,0,,30.06.2029
Lutsharel Geertruida,nl NED,CB,24-178,"Sunday January 12, 2025",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,1,0,0.0,0.0,0.0,0,3,0,0,0,3,3,3,0,0,0,1,0,,0,0,0,0,3,1,0,0,0,,30.06.2029
Lutsharel Geertruida,nl NED,CB,24-128,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,0,24,24,24,6,6,0,0,10,3,0.0,0.0,0.0,5,23,1,0,1,20,20,20,0,4,0,2,0,,0,0,0,0,17,0,0,1,0,,30.06.2029
Kaishu Sano,jp JPN,CM,24-090,"Sunday March 30, 2025",0,1,0.0,0.0,0.0,0.0,1,57,57,57,4,4,2,2,17,0,0.0,0.0,0.1,1,55,2,0,0,43,43,43,0,0,0,19,3,100.0,0,4,1,1,42,4,0,0,4,50.0,30.06.2028
Nadiem Amiri,de GER,CM,28-154,"Sunday March 30, 2025",0,1,0.0,0.0,0.3,0.3,4,80,80,80,11,11,1,1,19,7,0.3,0.3,0.4,5,71,9,1,5,62,62,62,0,2,0,20,2,33.3,2,2,1,1,62,1,2,5,1,100.0,30.06.2028
Lutsharel Geertruida,nl NED,RB,24-267,"Friday April 11, 2025",0,0,0.0,0.0,0.1,0.1,1,7,7,7,1,1,0,0,3,1,0.1,0.1,0.2,0,5,2,0,2,5,5,5,0,1,0,4,1,,0,0,0,0,3,0,0,2,0,,30.06.2029
Aleix Garcia,es ESP,"DM,FW",27-176,"Saturday December 21, 2024",0,0,0.0,0.0,0.0,0.0,0,14,14,14,0,0,0,0,3,2,0.0,0.0,0.0,2,13,1,0,1,13,13,13,0,0,0,3,0,,0,0,0,0,13,0,0,1,0,,30.06.2029
Julian Ryerson,no NOR,WB,27-167,"Saturday May 3, 2025",0,0,0.0,0.0,0.3,0.3,4,54,54,54,4,4,3,3,15,1,0.3,0.3,0.3,3,45,9,0,5,47,47,47,0,0,0,27,4,75.0,1,3,3,2,42,7,0,5,0,0.0,30.06.2028
Yan Couto,br BRA,RW,22-300,"Sunday March 30, 2025",0,0,0.0,0.0,0.1,0.1,4,22,22,22,4,4,0,0,8,1,0.1,0.1,0.1,1,21,1,0,1,18,18,18,0,1,0,19,0,0.0,3,2,0,2,20,6,3,1,0,0.0,30.06.2030
Deniz Undav,de GER,FW,28-177,"Sunday January 12, 2025",1,4,1.3,1.3,0.1,0.1,4,13,13,13,2,2,0,0,4,0,0.1,0.1,0.0,2,13,0,0,0,8,8,8,0,0,0,10,6,0.0,1,0,0,1,16,5,1,0,0,,30.06.2027
Jamie Leweling,de GER,LM,23-321,"Sunday January 12, 2025",0,1,0.1,0.1,0.0,0.0,0,4,4,4,1,1,1,1,0,0,0.0,0.0,0.0,0,4,0,0,0,3,3,3,0,0,0,3,1,100.0,0,0,0,0,5,0,0,0,0,0.0,30.06.2029
Maximilian Mittelstadt,de GER,LB,27-300,"Sunday January 12, 2025",0,0,0.0,0.0,0.3,0.3,2,68,68,68,5,5,0,0,15,5,0.3,0.3,0.6,8,62,6,0,8,52,52,52,0,3,0,22,2,0.0,1,2,0,1,50,6,2,8,1,100.0,30.06.2028
Kaishu Sano,jp JPN,CM,24-040,"Saturday February 8, 2025",0,0,0.0,0.0,0.1,0.1,3,55,55,55,5,5,2,2,19,6,0.1,0.1,0.4,3,55,0,0,0,47,47,47,0,4,0,11,1,66.7,1,1,2,0,40,6,0,0,5,83.3,30.06.2028
Nadiem Amiri,de GER,CM,28-104,"Saturday February 8, 2025",0,1,0.0,0.0,0.0,0.0,1,62,62,62,13,13,0,0,24,2,0.0,0.0,0.1,9,56,6,0,4,52,52,52,0,1,1,18,1,0.0,1,2,2,0,50,3,1,4,1,33.3,30.06.2028
Yan Couto,br BRA,RW,22-225,"Tuesday January 14, 2025",0,0,0.0,0.0,0.2,0.2,1,34,34,34,2,2,0,0,10,2,0.2,0.2,0.5,1,31,3,0,8,24,24,24,0,1,0,25,3,0.0,0,2,0,0,28,7,1,8,0,,30.06.2030
Kaishu Sano,jp JPN,"CM,LB",24-103,"Saturday April 12, 2025",0,1,0.1,0.1,0.1,0.1,1,60,60,60,6,6,1,1,18,2,0.1,0.1,0.1,7,57,3,0,0,53,53,53,0,4,0,13,5,100.0,0,3,0,0,45,3,0,0,3,100.0,30.06.2028
Jamie Leweling,de GER,AM,23-201,"Saturday September 14, 2024",0,2,0.1,0.1,0.4,0.4,4,33,33,33,3,3,1,1,5,1,0.4,0.4,0.2,1,32,1,0,0,26,26,26,0,1,0,16,2,50.0,1,4,1,5,32,9,1,0,0,,30.06.2029
Nadiem Amiri,de GER,CM,28-028,"Sunday November 24, 2024",1,2,0.2,0.2,0.0,0.0,2,87,87,87,9,9,2,2,31,7,0.0,0.0,0.0,8,75,12,0,11,64,64,64,0,1,0,23,2,66.7,0,2,1,2,70,5,2,11,0,,30.06.2028
Maximilian Mittelstadt,de GER,LB,27-250,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,2,75,75,75,7,7,0,0,17,2,0.0,0.0,0.2,3,64,11,1,12,57,57,57,0,4,0,32,2,0.0,1,1,0,0,61,8,0,12,1,100.0,30.06.2028
Julian Ryerson,no NOR,"RB,LB",26-301,"Friday September 13, 2024",0,0,0.0,0.0,0.2,0.2,3,46,46,46,3,3,3,3,19,3,0.2,0.2,0.1,3,40,6,0,3,43,43,43,0,0,0,11,0,75.0,1,2,2,1,30,4,5,3,0,,30.06.2028
Aleix Garcia,es ESP,CM,27-281,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,0,74,74,74,7,7,0,0,24,8,0.0,0.0,0.1,7,69,5,0,0,66,66,66,0,2,0,15,0,,0,1,0,0,59,1,1,0,0,0.0,30.06.2029
David Raum,de GER,WB,26-145,"Saturday September 14, 2024",0,1,0.0,0.0,0.1,0.1,5,57,57,57,2,2,1,1,20,1,0.1,0.1,0.1,1,46,11,0,10,40,40,40,0,0,0,30,2,50.0,1,1,0,1,40,8,0,10,0,,30.06.2027
Nadiem Amiri,de GER,CM,28-112,"Sunday February 16, 2025",0,1,0.1,0.1,0.0,0.0,0,43,43,43,6,6,0,0,12,2,0.0,0.0,0.1,4,40,3,0,4,34,34,34,0,3,0,16,0,,0,0,0,0,30,0,3,4,1,50.0,30.06.2028
Lutsharel Geertruida,nl NED,CB,24-058,"Saturday September 14, 2024",0,0,0.0,0.0,0.0,0.0,0,100,100,100,9,9,0,0,31,5,0.0,0.0,0.0,9,95,5,0,0,87,87,87,0,4,0,8,2,0.0,2,2,1,2,80,4,1,0,4,100.0,30.06.2029
Aleix Garcia,es ESP,CM,27-310,"Sunday May 4, 2025",0,0,0.0,0.0,0.0,0.0,0,36,36,36,0,0,0,0,5,1,0.0,0.0,0.0,1,36,0,0,1,31,31,31,0,2,0,8,0,,0,0,0,1,32,0,1,1,0,,30.06.2029
Kaishu Sano,jp JPN,CM,24-048,"Sunday February 16, 2025",0,0,0.0,0.0,0.0,0.0,2,55,55,55,9,9,2,2,18,0,0.0,0.0,0.0,6,54,0,0,2,44,44,44,1,6,0,16,1,100.0,0,4,2,0,31,0,0,2,3,60.0,30.06.2028
Finn Jeltsch,de GER,CB,18-262,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,0,7,7,7,0,0,0,0,3,0,0.0,0.0,0.0,0,7,0,0,0,6,6,6,0,1,0,0,0,,0,0,0,0,4,0,0,0,0,0.0,30.06.2030
Yan Couto,br BRA,RB,22-221,"Friday January 10, 2025",0,0,0.0,0.0,0.2,0.2,2,79,79,79,4,4,1,1,24,3,0.2,0.2,0.2,4,67,12,0,5,69,69,69,0,4,0,20,1,100.0,0,4,2,0,61,5,0,5,0,0.0,30.06.2030
Julian Ryerson,no NOR,"CB,LB",27-054,"Friday January 10, 2025",0,0,0.0,0.0,0.0,0.0,2,119,119,119,6,6,0,0,59,8,0.0,0.0,0.0,5,116,3,0,0,111,111,111,0,1,0,2,0,,0,1,0,0,99,0,1,0,1,100.0,30.06.2028
Jamie Leweling,de GER,LM,24-038,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,0,6,6,6,0,0,0,0,0,0,0.0,0.0,0.0,1,6,0,0,2,2,2,2,0,0,0,5,0,0.0,1,0,1,0,4,0,0,2,0,,30.06.2029
Nadiem Amiri,de GER,CM,28-189,"Sunday May 4, 2025",0,2,0.2,0.2,0.1,0.1,5,77,77,77,5,5,0,0,27,14,0.1,0.1,0.1,6,66,11,0,10,62,62,62,0,1,0,20,1,0.0,1,0,1,1,57,5,1,10,0,,30.06.2028
Julian Ryerson,no NOR,RB,27-058,"Tuesday January 14, 2025",0,0,0.0,0.0,0.0,0.0,1,51,51,51,3,3,0,0,14,3,0.0,0.0,0.0,10,47,4,0,1,48,48,48,0,0,0,8,0,,0,1,0,0,39,4,0,1,1,50.0,30.06.2028
Kaishu Sano,jp JPN,CM,24-125,"Sunday May 4, 2025",0,1,0.0,0.0,0.1,0.1,3,63,63,63,7,7,1,1,30,2,0.1,0.1,0.1,13,63,0,0,2,54,54,54,0,1,0,10,3,100.0,0,2,0,1,46,2,1,2,0,0.0,30.06.2028
Julian Ryerson,no NOR,WB,27-139,"Saturday April 5, 2025",0,0,0.0,0.0,0.5,0.5,2,31,31,31,2,2,0,0,8,1,0.5,0.5,0.7,0,27,4,0,3,24,24,24,0,1,0,15,1,0.0,1,0,1,0,23,4,1,3,0,0.0,30.06.2028
Jamie Leweling,de GER,"WB,RW",23-223,"Sunday October 6, 2024",0,2,0.1,0.1,0.0,0.0,4,41,41,41,6,6,6,6,8,1,0.0,0.0,0.1,3,40,1,0,8,27,27,27,0,0,0,30,3,85.7,1,3,1,3,41,12,2,8,0,0.0,30.06.2029
Julian Ryerson,no NOR,"RB,LB",27-006,"Saturday November 23, 2024",0,1,0.0,0.0,0.0,0.0,0,66,66,66,4,4,5,5,25,2,0.0,0.0,0.1,2,60,6,0,4,58,58,58,0,0,0,27,2,100.0,0,3,2,0,53,7,0,4,1,50.0,30.06.2028
Maximilian Mittelstadt,de GER,"LB,WB",27-202,"Sunday October 6, 2024",0,3,0.1,0.1,0.0,0.0,5,92,92,92,12,12,2,2,34,8,0.0,0.0,0.2,12,83,9,0,11,75,75,75,0,2,1,39,0,66.7,1,2,1,0,73,8,1,11,1,100.0,30.06.2028
Yan Couto,br BRA,RB,22-173,"Saturday November 23, 2024",0,1,0.0,0.0,0.0,0.0,0,15,15,15,2,2,0,0,3,0,0.0,0.0,0.0,5,15,0,0,1,14,14,14,0,0,0,7,0,,0,2,1,0,13,1,1,1,0,,30.06.2030
Aleix Garcia,es ESP,"DM,CM",27-323,"Saturday May 17, 2025",0,0,0.0,0.0,0.2,0.2,5,50,50,50,5,5,0,0,15,7,0.2,0.2,0.3,5,46,4,0,1,46,46,46,0,0,0,9,0,,0,3,1,2,39,0,1,1,0,,30.06.2029
Yan Couto,br BRA,RM,22-202,"Sunday December 22, 2024",0,0,0.0,0.0,0.0,0.0,0,9,9,9,1,1,1,1,1,0,0.0,0.0,0.0,0,9,0,0,0,6,6,6,0,0,0,4,0,100.0,0,0,0,1,8,2,1,0,0,,30.06.2030
Deniz Undav,de GER,"FW,AM",28-079,"Sunday October 6, 2024",0,5,0.5,0.5,0.0,0.0,3,21,21,21,3,3,0,0,6,0,0.0,0.0,0.0,2,20,1,0,0,15,15,15,0,0,0,14,8,0.0,1,1,6,1,32,6,2,0,1,16.7,30.06.2027
Julian Ryerson,no NOR,RB,26-336,"Friday October 18, 2024",0,2,0.1,0.1,0.1,0.1,2,55,55,55,1,1,1,1,23,0,0.1,0.1,0.1,2,47,8,0,4,52,52,52,0,0,0,38,3,100.0,0,1,2,1,48,13,2,4,0,0.0,30.06.2028
David Raum,de GER,LB,26-348,"Saturday April 5, 2025",0,1,0.1,0.1,0.6,0.6,4,88,88,88,7,7,0,0,31,5,0.6,0.6,0.9,2,71,17,0,15,61,61,61,0,4,1,47,5,,0,3,0,1,58,7,1,15,2,66.7,30.06.2027
Deniz Undav,de GER,FW,28-057,"Saturday September 14, 2024",1,4,1.1,1.1,0.0,0.0,1,26,26,26,4,4,0,0,5,1,0.0,0.0,0.0,2,26,0,0,0,15,15,15,0,0,0,11,3,0.0,1,1,0,0,27,3,0,0,0,0.0,30.06.2027
Julian Ryerson,no NOR,WB,26-281,"Saturday August 24, 2024",0,1,0.0,0.0,0.2,0.2,4,54,54,54,2,2,0,0,23,0,0.2,0.2,0.3,0,46,8,0,4,47,47,47,0,2,0,34,3,0.0,1,1,2,2,40,11,2,4,1,100.0,30.06.2028
Aleix Garcia,es ESP,CM,27-099,"Saturday October 5, 2024",0,0,0.0,0.0,0.4,0.4,2,28,28,28,7,7,0,0,13,3,0.4,0.4,0.3,3,23,5,0,5,23,23,23,0,0,0,16,0,,0,1,0,0,21,0,0,5,0,,30.06.2029
Finn Jeltsch,de GER,RB,18-255,"Saturday March 29, 2025",0,0,0.0,0.0,0.0,0.0,0,44,44,44,2,2,0,0,13,0,0.0,0.0,0.0,0,32,12,0,1,33,33,33,0,3,0,11,1,,0,1,3,1,27,1,0,1,1,100.0,30.06.2030
David Raum,de GER,LB,26-167,"Sunday October 6, 2024",0,0,0.0,0.0,0.0,0.0,0,40,40,40,3,3,0,0,9,2,0.0,0.0,0.0,2,29,11,0,8,25,25,25,0,0,0,14,1,0.0,0,1,0,0,22,2,1,8,1,50.0,30.06.2027
Kaishu Sano,jp JPN,CM,24-054,"Saturday February 22, 2025",0,0,0.0,0.0,0.0,0.0,0,26,26,26,5,5,1,1,4,3,0.0,0.0,0.0,5,26,0,0,1,18,18,18,0,3,0,6,1,33.3,1,0,2,2,16,1,1,1,4,50.0,30.06.2028
Lutsharel Geertruida,nl NED,"CB,RB",24-135,"Saturday November 30, 2024",0,0,0.0,0.0,0.0,0.0,2,107,107,107,8,8,0,0,45,6,0.0,0.0,0.0,4,97,10,0,1,95,95,95,0,4,2,6,1,0.0,1,0,1,0,86,3,0,1,1,100.0,30.06.2029
Deniz Undav,de GER,FW,28-180,"Wednesday January 15, 2025",0,3,1.1,1.1,0.2,0.2,5,27,27,27,2,2,1,1,7,0,0.2,0.2,0.1,2,25,1,0,1,18,18,18,1,0,0,16,5,50.0,1,1,2,2,26,9,3,1,0,0.0,30.06.2027
Jamie Leweling,de GER,"RM,LM",23-324,"Wednesday January 15, 2025",0,1,0.0,0.0,0.5,0.5,3,15,15,15,2,2,2,2,6,0,0.5,0.5,0.2,1,14,1,1,1,12,12,12,0,0,0,15,0,50.0,1,1,1,0,15,3,0,1,0,,30.06.2029
Yan Couto,br BRA,RB,22-111,"Sunday September 22, 2024",0,0,0.0,0.0,0.0,0.0,0,22,22,22,1,1,1,1,7,1,0.0,0.0,0.0,1,16,6,0,2,16,16,16,0,1,0,3,0,50.0,1,0,1,0,13,1,0,2,0,,30.06.2030
Nadiem Amiri,de GER,CM,28-174,"Saturday April 19, 2025",0,3,0.2,0.2,0.2,0.2,7,62,62,62,10,10,5,5,13,4,0.2,0.2,0.5,2,45,16,0,10,47,47,47,1,0,0,38,5,50.0,4,4,2,1,40,2,2,10,0,,30.06.2028
Maximilian Mittelstadt,de GER,"CB,LB",27-159,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,38,38,38,1,1,0,0,9,2,0.0,0.0,0.0,1,35,3,0,3,31,31,31,0,3,0,12,0,,0,1,1,1,32,3,1,3,1,50.0,30.06.2028
Lutsharel Geertruida,nl NED,CM,24-181,"Wednesday January 15, 2025",0,0,0.0,0.0,0.0,0.0,0,9,9,9,0,0,0,0,2,1,0.0,0.0,0.0,0,9,0,0,0,6,6,6,0,1,0,0,0,,0,0,1,1,8,0,1,0,0,,30.06.2029
David Raum,de GER,WB,26-268,"Wednesday January 15, 2025",0,0,0.0,0.0,0.3,0.3,4,41,41,41,5,5,1,1,12,3,0.3,0.3,0.1,2,33,8,0,6,29,29,29,0,1,0,17,0,100.0,0,2,0,0,27,3,5,6,0,,30.06.2027
Aleix Garcia,es ESP,"CM,LM",27-273,"Friday March 28, 2025",1,2,0.1,0.1,0.4,0.4,5,98,98,98,11,11,1,1,25,10,0.4,0.4,0.1,12,92,6,0,7,80,80,80,0,1,0,33,0,100.0,0,3,0,0,84,8,1,7,0,0.0,30.06.2029
Lutsharel Geertruida,nl NED,CB,24-206,"Sunday February 9, 2025",0,0,0.0,0.0,0.0,0.0,0,56,56,56,3,3,0,0,23,2,0.0,0.0,0.0,2,54,2,0,0,51,51,51,0,2,0,0,0,,0,0,1,0,50,1,3,0,0,0.0,30.06.2029
Julian Ryerson,no NOR,WB,27-181,"Saturday May 17, 2025",0,2,0.1,0.1,0.2,0.2,2,76,76,76,6,6,0,0,22,3,0.2,0.2,0.2,1,66,10,0,5,65,65,65,0,0,0,60,8,,0,2,1,0,66,10,0,5,1,100.0,30.06.2028
Deniz Undav,de GER,AM,28-036,"Saturday August 24, 2024",0,2,0.0,0.0,0.0,0.0,0,33,33,33,4,4,0,0,9,2,0.0,0.0,0.0,2,33,0,0,1,24,24,24,0,0,0,10,0,,0,1,3,2,36,8,0,1,0,0.0,30.06.2027
Julian Ryerson,no NOR,RB,26-310,"Sunday September 22, 2024",0,0,0.0,0.0,0.0,0.0,0,15,15,15,1,1,0,0,8,0,0.0,0.0,0.0,0,11,4,0,1,13,13,13,0,0,0,2,0,0.0,1,0,0,0,9,3,1,1,0,0.0,30.06.2028
Lutsharel Geertruida,nl NED,CB,24-155,"Friday December 20, 2024",0,0,0.0,0.0,0.0,0.0,0,37,37,37,2,2,0,0,15,4,0.0,0.0,0.0,1,29,7,0,0,32,32,32,1,3,0,0,0,,0,1,0,0,25,0,0,0,0,,30.06.2029
Jamie Leweling,de GER,"RW,WB",23-180,"Saturday August 24, 2024",0,0,0.0,0.0,0.1,0.1,0,32,32,32,3,3,1,1,8,0,0.1,0.1,0.0,2,32,0,0,3,25,25,25,0,3,0,18,6,25.0,3,0,1,0,35,9,1,3,0,,30.06.2029
David Raum,de GER,LB,26-242,"Friday December 20, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,1,1,0.0,0.0,0.0,0,2,1,0,0,2,2,2,0,0,0,1,0,,0,0,0,0,2,0,0,0,0,0.0,30.06.2027
Aleix Garcia,es ESP,CM,27-261,"Sunday March 16, 2025",0,0,0.0,0.0,0.0,0.0,0,53,53,53,5,5,0,0,16,4,0.0,0.0,0.0,6,44,9,0,5,45,45,45,0,1,0,14,0,,0,0,0,0,41,1,0,5,0,,30.06.2029
Finn Jeltsch,de GER,RB,18-242,"Sunday March 16, 2025",0,1,0.0,0.0,0.1,0.1,1,50,50,50,4,4,0,0,20,0,0.1,0.1,0.0,3,39,11,1,1,40,40,40,0,5,0,7,1,,0,1,2,0,27,1,1,1,2,66.7,30.06.2030
Nadiem Amiri,de GER,CM,28-202,"Saturday May 17, 2025",0,3,0.6,0.6,0.4,0.4,9,67,67,67,7,7,0,0,20,8,0.4,0.4,0.4,2,48,17,0,8,48,48,48,2,0,0,28,1,0.0,1,4,0,0,37,1,0,8,0,,30.06.2028
Maximilian Mittelstadt,de GER,LB,27-363,"Sunday March 16, 2025",0,0,0.0,0.0,0.1,0.1,3,31,31,31,3,3,1,1,8,3,0.1,0.1,0.1,1,21,10,0,1,27,27,27,0,10,0,5,0,33.3,2,1,2,0,16,3,2,1,3,75.0,30.06.2028
Jamie Leweling,de GER,RM,24-018,"Sunday March 16, 2025",0,2,0.1,0.1,0.5,0.5,2,17,17,17,1,1,1,1,5,2,0.5,0.5,0.2,2,17,0,0,0,12,12,12,0,4,0,8,3,100.0,0,1,0,0,18,5,0,0,0,,30.06.2029
Deniz Undav,de GER,LM,28-240,"Sunday March 16, 2025",0,2,0.1,0.1,0.0,0.0,0,5,5,5,1,1,0,0,1,0,0.0,0.0,0.0,0,5,0,0,0,3,3,3,0,0,0,7,4,,0,0,0,0,5,1,0,0,2,100.0,30.06.2027
David Raum,de GER,WB,26-293,"Sunday February 9, 2025",0,0,0.0,0.0,0.1,0.1,2,40,40,40,3,3,1,1,16,2,0.1,0.1,0.1,0,31,8,0,6,28,28,28,1,0,0,15,4,33.3,1,0,0,1,27,3,2,6,0,0.0,30.06.2027
Aleix Garcia,es ESP,CM,27-078,"Saturday September 14, 2024",0,0,0.0,0.0,0.0,0.0,0,18,18,18,1,1,0,0,5,0,0.0,0.0,0.0,1,16,2,0,2,13,13,13,0,0,0,7,0,,0,0,0,0,15,0,0,2,0,,30.06.2029
Nadiem Amiri,de GER,CM,28-118,"Saturday February 22, 2025",0,2,0.0,0.0,0.0,0.0,5,56,56,56,3,3,3,3,23,4,0.0,0.0,0.1,5,45,11,0,6,44,44,44,0,1,0,17,1,75.0,1,1,4,0,40,1,0,6,0,0.0,30.06.2028
David Raum,de GER,LB,27-011,"Saturday May 3, 2025",0,0,0.0,0.0,0.1,0.1,1,59,59,59,6,6,1,1,23,5,0.1,0.1,0.1,5,41,18,0,5,40,40,40,0,2,1,18,1,50.0,1,0,1,0,35,5,1,5,0,0.0,30.06.2027
Lutsharel Geertruida,nl NED,"RB,DM",24-080,"Sunday October 6, 2024",0,0,0.0,0.0,0.0,0.0,0,5,5,5,1,1,1,1,1,0,0.0,0.0,0.0,0,5,0,0,0,3,3,3,0,0,0,1,0,100.0,0,0,0,0,0,0,1,0,0,0.0,30.06.2029
Maximilian Mittelstadt,de GER,LB,28-011,"Saturday March 29, 2025",0,0,0.0,0.0,0.0,0.0,3,49,49,49,4,4,0,0,13,0,0.0,0.0,0.0,5,38,9,0,3,42,42,42,2,2,1,24,1,,0,3,1,0,31,3,1,3,0,0.0,30.06.2028
Jamie Leweling,de GER,RW,24-031,"Saturday March 29, 2025",0,2,0.1,0.1,0.0,0.0,1,28,28,28,1,1,1,1,5,0,0.0,0.0,0.0,0,26,2,0,2,15,15,15,0,1,0,18,1,50.0,1,1,2,3,28,7,1,2,0,,30.06.2029
Deniz Undav,de GER,AM,28-253,"Saturday March 29, 2025",0,1,0.2,0.2,0.4,0.4,1,5,5,5,1,1,0,0,1,0,0.4,0.4,0.2,0,5,0,1,0,4,4,4,0,0,0,7,3,0.0,2,1,0,0,6,3,0,0,0,,30.06.2027
Julian Ryerson,no NOR,RB,26-344,"Saturday October 26, 2024",0,0,0.0,0.0,0.0,0.0,0,37,37,37,1,1,1,1,12,1,0.0,0.0,0.0,2,35,1,0,1,31,31,31,1,0,1,10,0,100.0,0,2,0,1,35,8,0,1,0,,30.06.2028
Aleix Garcia,es ESP,CM,27-200,"Tuesday January 14, 2025",0,2,0.2,0.2,0.0,0.0,2,97,97,97,4,4,0,0,24,4,0.0,0.0,0.1,16,89,8,0,5,84,84,84,0,2,0,36,5,,0,3,1,0,79,4,0,5,1,100.0,30.06.2029
Nadiem Amiri,de GER,CM,28-195,"Saturday May 10, 2025",1,2,0.1,0.1,0.1,0.1,5,65,65,65,7,7,1,1,16,12,0.1,0.1,0.2,7,55,10,0,5,51,51,51,0,0,0,23,1,50.0,1,1,1,1,48,1,0,5,0,0.0,30.06.2028
