Jugador,Nacionalidad,Posicion,Edad,Goles,Tiros Totales,xG,npxG,xAG,xAG,xAG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_progresivos,Pases_progresivos,Pases_progresivos,Pases_progresivos,Regates_exitosos,Regates_exitosos,Regates_exitosos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xAG,xAG,xAG,xAG,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date
Ihlas Bebou,tg TOG,AM,31-024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,0,4,4,4,4,4,4,4,4,4,0,0,0,6,2,0.0,0,0,2,0,10,0,0,0,0,0.0,30.06.2026
Issa Kabore,bf BFA,WB,23-307,0,14,1.4,1.4,1.8,1.8,1.8,1.8,30,360,360,360,360,360,360,360,360,360,16,16,16,16,14,14,14,14,90,16,1.8,1.8,1.8,1.8,1.0,8,274,86,0,38,284,284,284,284,284,284,284,284,284,0,14,0,218,32,413.4,26,24,18,4,274,70,8,38,12,666.6,30.06.2027
Jackson Irvine,au AUS,CM,32-036,0,82,6.8,6.4,8.2,8.2,8.2,8.2,112,1938,1938,1938,1938,1938,1938,1938,1938,1938,234,234,234,234,18,18,18,18,508,68,8.2,8.2,8.2,8.2,4.4,186,1914,14,12,36,1368,1368,1368,1368,1368,1368,1368,1368,1368,10,126,4,566,150,1233.2,26,36,84,26,1420,116,76,36,170,3143.4,-
Jacob Bruun Larsen,dk DEN,FW,26-240,6,40,5.8,5.8,3.8,3.8,3.8,3.8,76,652,652,652,652,652,652,652,652,652,70,70,70,70,34,34,34,34,164,38,3.8,3.8,3.8,3.8,4.8,30,608,42,8,74,472,472,472,472,472,472,472,472,472,2,12,2,498,114,1990.0,46,36,40,24,630,162,8,74,16,1250.0,30.06.2029
Jakub Kaminski,pl POL,RB,22-346,0,30,2.0,2.0,6.4,6.4,6.4,6.4,86,932,932,932,932,932,932,932,932,932,80,80,80,80,16,16,16,16,214,58,6.4,6.4,6.4,6.4,7.0,40,758,172,0,100,656,656,656,656,656,656,656,656,656,2,46,2,528,72,866.6,26,50,40,22,622,138,20,100,14,1033.2,30.06.2028
Jakub Kaminski,pl POL,RB,22-346,0,30,2.0,2.0,6.4,6.4,6.4,6.4,86,932,932,932,932,932,932,932,932,932,80,80,80,80,16,16,16,16,214,58,6.4,6.4,6.4,6.4,7.0,40,758,172,0,100,656,656,656,656,656,656,656,656,656,2,46,2,528,72,866.6,26,50,40,22,622,138,20,100,14,1033.2,30.06.2026
Jamal Musiala,de GER,AM,22-037,24,136,19.2,19.2,9.2,9.2,9.2,9.2,222,1884,1884,1884,1884,1884,1884,1884,1884,1884,214,214,214,214,144,144,144,144,470,64,9.2,9.2,9.2,9.2,12.0,150,1828,46,28,16,1556,1556,1556,1556,1556,1556,1556,1556,1556,10,10,2,1272,326,2421.2,118,96,134,66,2062,312,40,16,14,966.6,30.06.2030
James Sands,us USA,CM,24-224,0,2,0.2,0.2,0.0,0.0,0.0,0.0,14,408,408,408,408,408,408,408,408,408,32,32,32,32,2,2,2,2,124,12,0.0,0.0,0.0,0.0,0.0,16,396,10,0,4,310,310,310,310,310,310,310,310,310,2,16,0,98,12,200.0,0,0,6,6,304,12,22,4,34,745.6,30.06.2026
Jamie Gittens,eng ENG,AM,20-282,16,104,7.6000000000000005,7.6000000000000005,4.4,4.4,4.4,4.4,146,1116,1116,1116,1116,1116,1116,1116,1116,1116,84,84,84,84,154,154,154,154,222,38,4.4,4.4,4.4,4.4,7.8,34,1096,16,8,98,854,854,854,854,854,854,854,854,854,4,8,0,1040,220,2354.8,144,112,98,70,1306,360,50,98,10,733.4,30.06.2032
Jamie Leweling,de GER,AM,24-080,4,58,3.0,3.0,7.2,7.2,7.2,7.2,104,1160,1160,1160,1160,1160,1160,1160,1160,1160,102,102,102,102,82,82,82,82,274,28,7.2,7.2,7.2,7.2,6.2,50,1118,32,4,116,818,818,818,818,818,818,818,818,818,10,34,2,836,134,2520.0,66,80,84,76,1196,328,34,116,12,1100.0,30.06.2029
Jan Schoppner,de GER,CM,25-339,8,82,7.6000000000000005,7.6000000000000005,6.4,6.4,6.4,6.4,112,2084,2084,2084,2084,2084,2084,2084,2084,2084,214,214,214,214,28,28,28,28,696,168,6.4,6.4,6.4,6.4,3.6,134,2036,42,6,24,1556,1556,1556,1556,1556,1556,1556,1556,1556,6,190,2,650,128,1536.6,36,52,80,48,1602,96,64,24,114,2996.0,30.06.2028
JanNiklas Beste,de GER,"RM,LM",26-120,0,12,1.8,1.8,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,10,188,188,188,188,188,188,188,188,188,16,16,16,16,4,4,4,4,50,14,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,1.0,10,158,30,0,40,140,140,140,140,140,140,140,140,140,0,14,0,130,22,133.4,12,12,12,6,150,40,6,40,2,200.0,30.06.2030
Janik Haberer,de GER,"LM,WB",31-045,0,30,1.2000000000000002,1.2000000000000002,1.8,1.8,1.8,1.8,68,1480,1480,1480,1480,1480,1480,1480,1480,1480,118,118,118,118,4,4,4,4,472,72,1.8,1.8,1.8,1.8,3.6,82,1350,126,2,30,1140,1140,1140,1140,1140,1140,1140,1140,1140,4,74,0,344,34,400.0,6,8,26,22,1014,44,44,30,30,1479.8,30.06.2027
Jean Matteo Bahoya,fr FRA,AM,20-004,4,20,3.5999999999999996,3.5999999999999996,3.2,3.2,3.2,3.2,82,700,700,700,700,700,700,700,700,700,56,56,56,56,34,34,34,34,172,30,3.2,3.2,3.2,3.2,4.6,30,654,46,2,62,520,520,520,520,520,520,520,520,520,0,20,2,398,66,1496.6,24,28,38,34,586,186,18,62,26,1553.4,30.06.2029
Jeanuel Belocian,fr FRA,WB,19-308,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,80,80,80,80,80,80,80,80,80,6,6,6,6,2,2,2,2,16,2,0.0,0.0,0.0,0.0,0.2,4,70,10,0,0,68,68,68,68,68,68,68,68,68,0,4,0,30,2,200.0,0,4,4,0,64,2,2,0,2,100.0,30.06.2029
Jeffrey Gouweleeuw,nl NED,CB,33-311,2,34,3.0,1.4,4.4,4.4,4.4,4.4,68,3388,3388,3388,3388,3388,3388,3388,3388,3388,284,284,284,284,14,14,14,14,1558,386,4.4,4.4,4.4,4.4,5.8,302,3164,212,6,34,2800,2800,2800,2800,2800,2800,2800,2800,2800,12,366,0,304,84,1100.0,10,48,38,12,2468,38,44,34,124,3508.4,30.06.2026
Jens Stage,dk DEN,CM,28-190,20,88,14.4,14.4,5.8,5.8,5.8,5.8,126,1996,1996,1996,1996,1996,1996,1996,1996,1996,208,208,208,208,16,16,16,16,572,142,5.8,5.8,5.8,5.8,7.800000000000001,134,1932,56,14,46,1536,1536,1536,1536,1536,1536,1536,1536,1536,8,84,4,634,166,1300.0,16,48,54,20,1668,178,76,46,68,2125.6,-
Jeong Wooyeong,kr KOR,RW,25-191,6,50,5.4,5.4,3.2,3.2,3.2,3.2,98,1012,1012,1012,1012,1012,1012,1012,1012,1012,126,126,126,126,24,24,24,24,190,20,3.2,3.2,3.2,3.2,4.0,60,980,30,4,72,762,762,762,762,762,762,762,762,762,2,22,0,592,68,1016.8,16,48,46,32,846,186,32,72,28,1176.6,-
Jeremie Frimpong,nl NED,WB,24-152,10,68,8.4,8.4,7.8,7.8,7.8,7.8,132,1880,1880,1880,1880,1880,1880,1880,1880,1880,110,110,110,110,50,50,50,50,514,60,7.8,7.8,7.8,7.8,8.8,56,1688,188,0,232,1430,1430,1430,1430,1430,1430,1430,1430,1430,4,44,2,1354,224,1636.2,94,82,90,52,1654,544,40,232,26,1339.8,30.06.2030
Joakim Mæhle,dk DEN,LB,27-362,6,36,4.0,4.0,4.8,4.8,4.8,4.8,82,2410,2410,2410,2410,2410,2410,2410,2410,2410,176,176,176,176,38,38,38,38,830,94,4.8,4.8,4.8,4.8,5.800000000000001,140,2024,382,4,50,1950,1950,1950,1950,1950,1950,1950,1950,1950,4,114,4,790,86,1486.4,76,84,74,16,1688,234,18,50,34,1814.2,30.06.2027
Joao Palhinha,pt POR,"DM,LB",29-305,0,20,1.2000000000000002,1.2000000000000002,0.2,0.2,0.2,0.2,26,1104,1104,1104,1104,1104,1104,1104,1104,1104,64,64,64,64,4,4,4,4,420,62,0.2,0.2,0.2,0.2,0.6000000000000001,94,1088,14,0,4,1020,1020,1020,1020,1020,1020,1020,1020,1020,2,18,2,240,26,400.0,4,6,12,14,998,14,26,4,40,1283.4,30.06.2026
Joe Scally,us USA,RB,22-137,0,12,0.6,0.6,2.2,2.2,2.2,2.2,56,3118,3118,3118,3118,3118,3118,3118,3118,3118,136,136,136,136,62,62,62,62,1094,150,2.2,2.2,2.2,2.2,2.0,120,2574,538,10,100,2600,2600,2600,2600,2600,2600,2600,2600,2600,6,172,4,624,44,2270.0,52,54,50,46,2326,138,46,100,48,2283.4,30.06.2027
Johan Manzambi,ch SUI,CM,19-215,4,22,2.4000000000000004,2.4000000000000004,1.0,1.0,1.0,1.0,26,286,286,286,286,286,286,286,286,286,20,20,20,20,12,12,12,12,108,12,1.0,1.0,1.0,1.0,1.2,12,286,0,2,10,216,216,216,216,216,216,216,216,216,0,14,0,144,28,300.0,4,10,14,18,258,24,14,10,18,966.8,-
Jonah KusiAsare,se SWE,FW,17-296,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,4,2,0.0,0,0,0,0,4,0,0,0,2,100.0,30.06.2026
Jonas Fohrenbach,de GER,LB,29-111,0,16,0.4,0.4,2.2,2.2,2.2,2.2,68,1818,1818,1818,1818,1818,1818,1818,1818,1818,118,118,118,118,14,14,14,14,606,142,2.2,2.2,2.2,2.2,3.8,124,1482,334,0,118,1318,1318,1318,1318,1318,1318,1318,1318,1318,2,114,0,442,34,666.6,18,22,32,6,1168,100,28,118,28,1383.2,30.06.2027
Jonas Hofmann,de GER,AM,32-307,4,18,2.0,2.0,0.8,0.8,0.8,0.8,32,382,382,382,382,382,382,382,382,382,28,28,28,28,4,4,4,4,102,16,0.8,0.8,0.8,0.8,0.6000000000000001,10,362,18,2,10,334,334,334,334,334,334,334,334,334,2,6,0,216,32,200.0,4,14,10,4,356,58,2,10,0,0.0,30.06.2027
Jonas Omlin,ch SUI,GK,31-127,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1026,1026,1026,1026,1026,1026,1026,1026,1026,0,0,0,0,2,2,2,2,418,238,0.0,0.0,0.0,0.0,0.0,2,866,154,0,0,750,750,750,750,750,750,750,750,750,6,10,2,0,0,200.0,0,0,0,0,654,0,2,0,4,400.0,30.06.2027
Jonas Urbig,de GER,GK,21-268,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,572,572,572,572,572,572,572,572,572,6,6,6,6,0,0,0,0,242,130,0.0,0.0,0.0,0.0,0.2,16,518,54,0,0,464,464,464,464,464,464,464,464,464,0,18,4,2,0,0.0,0,0,2,0,388,0,0,0,4,400.0,30.06.2029
Jonas Wind,dk DEN,FW,26-091,18,76,11.0,7.6,8.0,8.0,8.0,8.0,130,1224,1224,1224,1224,1224,1224,1224,1224,1224,200,200,200,200,12,12,12,12,258,46,8.0,8.0,8.0,8.0,8.8,132,1182,34,12,14,864,864,864,864,864,864,864,864,864,8,30,0,650,176,833.4,24,20,110,56,1274,188,30,14,196,2842.6,30.06.2026
Jonathan Burkardt,de GER,FW,24-310,36,140,30.0,26.8,5.8,5.8,5.8,5.8,108,1046,1046,1046,1046,1046,1046,1046,1046,1046,84,84,84,84,32,32,32,32,254,74,5.8,5.8,5.8,5.8,4.8,50,950,94,4,54,758,758,758,758,758,758,758,758,758,2,28,0,756,242,1933.2,46,52,152,66,1124,314,46,54,40,1051.0,30.06.2030
Jonathan Tah,de GER,CB,29-095,6,48,2.4000000000000004,2.4000000000000004,0.6,0.6,0.6,0.6,60,4618,4618,4618,4618,4618,4618,4618,4618,4618,338,338,338,338,6,6,6,6,2292,300,0.6,0.6,0.6,0.6,3.0,404,4504,108,4,12,4290,4290,4290,4290,4290,4290,4290,4290,4290,6,314,4,294,86,500.0,4,46,32,20,3776,18,32,12,154,5022.8,30.06.2029
Jordy Makengo,fr FRA,LB,23-287,0,0,0.0,0.0,0.4,0.4,0.4,0.4,18,612,612,612,612,612,612,612,612,612,30,30,30,30,8,8,8,8,218,30,0.4,0.4,0.4,0.4,1.0,24,536,72,0,50,484,484,484,484,484,484,484,484,484,4,58,0,218,6,500.0,14,14,22,10,456,70,10,50,10,700.0,-
Josha Vagnoman,de GER,WB,24-157,2,30,2.8000000000000003,2.8000000000000003,4.0,4.0,4.0,4.0,58,1804,1804,1804,1804,1804,1804,1804,1804,1804,94,94,94,94,16,16,16,16,546,98,4.0,4.0,4.0,4.0,4.4,72,1562,242,2,86,1450,1450,1450,1450,1450,1450,1450,1450,1450,0,114,2,604,72,946.6,34,38,54,38,1350,192,36,86,44,1866.8,30.06.2026
Joshua Kimmich,de GER,DM,30-098,6,68,3.2,3.2,15.0,15.0,15.0,15.0,318,7304,7304,7304,7304,7304,7304,7304,7304,7304,724,724,724,724,24,24,24,24,2854,688,15.0,15.0,15.0,15.0,20.8,874,6708,582,42,352,6538,6538,6538,6538,6538,6538,6538,6538,6538,14,68,6,2034,38,1600.0,18,166,42,14,6094,154,30,352,24,1850.0,30.06.2029
Josip Juranovic,hr CRO,"WB,RB",29-274,0,12,0.4,0.4,4.0,4.0,4.0,4.0,102,1176,1176,1176,1176,1176,1176,1176,1176,1176,104,104,104,104,22,22,22,22,336,136,4.0,4.0,4.0,4.0,5.4,68,832,336,0,156,758,758,758,758,758,758,758,758,758,8,84,4,444,14,1133.4,16,24,24,6,640,90,16,156,8,800.0,-
Josip Stanisic,hr CRO,"CB,LB",25-045,0,4,0.6000000000000001,0.6000000000000001,3.2,3.2,3.2,3.2,46,1564,1564,1564,1564,1564,1564,1564,1564,1564,152,152,152,152,10,10,10,10,658,96,3.2,3.2,3.2,3.2,2.6,154,1434,130,2,22,1432,1432,1432,1432,1432,1432,1432,1432,1432,0,58,2,330,20,666.6,4,50,22,12,1212,60,4,22,22,760.0,30.06.2029
Julian Brandt,de GER,AM,29-015,10,90,9.200000000000001,9.200000000000001,16.4,16.4,16.4,16.4,204,2418,2418,2418,2418,2418,2418,2418,2418,2418,298,298,298,298,38,38,38,38,666,134,16.4,16.4,16.4,16.4,13.4,188,2314,96,36,142,1906,1906,1906,1906,1906,1906,1906,1906,1906,8,26,2,1290,162,1779.8,64,96,96,72,2194,398,16,142,22,1433.2,30.06.2026
Julian Malatini,ar ARG,CB,23-266,2,6,0.4,0.4,1.0,1.0,1.0,1.0,10,604,604,604,604,604,604,604,604,604,48,48,48,48,4,4,4,4,266,24,1.0,1.0,1.0,1.0,0.7999999999999999,26,592,12,2,6,522,522,522,522,522,522,522,522,522,0,34,0,96,8,400.0,2,16,6,2,490,8,18,6,20,953.4,-
Julian Niehues,de GER,DM,24-030,0,4,0.4,0.4,0.2,0.2,0.2,0.2,8,168,168,168,168,168,168,168,168,168,12,12,12,12,2,2,2,2,56,10,0.2,0.2,0.2,0.2,0.4,18,162,6,2,0,132,132,132,132,132,132,132,132,132,0,16,0,20,4,100.0,2,0,4,2,134,6,2,0,6,266.6,30.06.2027
Julian Ryerson,no NOR,WB,27-181,4,36,1.2000000000000002,1.2000000000000002,8.8,8.8,8.8,8.8,112,2894,2894,2894,2894,2894,2894,2894,2894,2894,184,184,184,184,72,72,72,72,1062,146,8.8,8.8,8.8,8.8,9.8,164,2468,420,2,220,2468,2468,2468,2468,2468,2468,2468,2468,2468,6,52,2,1040,78,2216.6,46,78,84,40,2180,272,62,220,20,1383.4,30.06.2028
Julian Weigl,de GER,"CM,DM",29-251,0,38,1.4000000000000001,1.4000000000000001,2.0,2.0,2.0,2.0,102,3526,3526,3526,3526,3526,3526,3526,3526,3526,244,244,244,244,14,14,14,14,1530,292,2.0,2.0,2.0,2.0,2.6,242,3406,110,10,22,3114,3114,3114,3114,3114,3114,3114,3114,3114,10,172,6,386,18,1400.0,0,28,26,20,2832,18,46,22,78,3383.4,30.06.2028
Julian Weigl,de GER,"CM,DM",29-251,0,38,1.4000000000000001,1.4000000000000001,2.0,2.0,2.0,2.0,102,3526,3526,3526,3526,3526,3526,3526,3526,3526,244,244,244,244,14,14,14,14,1530,292,2.0,2.0,2.0,2.0,2.6,242,3406,110,10,22,3114,3114,3114,3114,3114,3114,3114,3114,3114,10,172,6,386,18,1400.0,0,28,26,20,2832,18,46,22,78,3383.4,30.06.2029
Julien Duranville,be BEL,FW,19-012,0,10,0.4,0.4,0.6,0.6,0.6,0.6,14,168,168,168,168,168,168,168,168,168,14,14,14,14,24,24,24,24,30,6,0.6,0.6,0.6,0.6,1.8,6,166,2,2,26,118,118,118,118,118,118,118,118,118,0,6,0,186,34,887.2,24,18,12,30,218,66,20,26,0,0.0,-
Junior Adamu,at AUT,FW,23-345,4,72,10.8,10.8,4.6,4.6,4.6,4.6,58,624,624,624,624,624,624,624,624,624,28,28,28,28,20,20,20,20,96,4,4.6,4.6,4.6,4.6,3.2,14,584,36,4,10,396,396,396,396,396,396,396,396,396,4,40,0,468,160,1116.8,36,10,118,48,700,168,76,10,106,1479.8,-
Junior Dina Ebimbe,fr FRA,CM,24-108,0,16,1.8,1.8,2.0,2.0,2.0,2.0,12,224,224,224,224,224,224,224,224,224,6,6,6,6,10,10,10,10,62,4,2.0,2.0,2.0,2.0,1.2,2,208,16,0,16,142,142,142,142,142,142,142,142,142,0,12,0,124,32,466.6,10,12,16,8,210,54,20,16,16,833.4,30.06.2027
Justin Diehl,de GER,LW,20-080,2,14,2.0,2.0,0.2,0.2,0.2,0.2,8,118,118,118,118,118,118,118,118,118,10,10,10,10,6,6,6,6,28,2,0.2,0.2,0.2,0.2,0.6000000000000001,6,110,8,0,20,84,84,84,84,84,84,84,84,84,0,0,0,106,18,199.79999999999998,20,6,4,6,120,40,4,20,0,0.0,30.06.2029
Justin Njinmah,de GER,FW,24-183,6,62,7.2,7.2,3.2,3.2,3.2,3.2,78,486,486,486,486,486,486,486,486,486,46,46,46,46,22,22,22,22,76,22,3.2,3.2,3.2,3.2,2.6,16,468,16,2,38,300,300,300,300,300,300,300,300,300,2,2,0,426,116,1070.0,28,32,46,14,528,206,14,38,30,1516.6,30.06.2027
Kaishu Sano,jp JPN,CM,24-138,0,40,1.4000000000000001,1.4000000000000001,2.2,2.2,2.2,2.2,124,2878,2878,2878,2878,2878,2878,2878,2878,2878,318,318,318,318,64,64,64,64,956,138,2.2,2.2,2.2,2.2,3.4000000000000004,266,2846,22,0,22,2306,2306,2306,2306,2306,2306,2306,2306,2306,10,112,2,688,78,3616.8,32,86,78,62,2054,92,32,22,166,4002.4,30.06.2028
Kamil Grabara,pl POL,GK,26-129,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,2278,2278,2278,2278,2278,2278,2278,2278,2278,4,4,4,4,4,4,4,4,760,586,0.0,0.0,0.0,0.0,0.0,80,1792,474,2,0,1582,1582,1582,1582,1582,1582,1582,1582,1582,12,32,4,0,0,400.0,0,0,0,0,1350,0,0,0,16,1400.0,30.06.2028
Karim Adeyemi,de GER,AM,23-119,14,92,10.799999999999999,10.799999999999999,12.2,12.2,12.2,12.2,114,802,802,802,802,802,802,802,802,802,56,56,56,56,80,80,80,80,198,32,12.2,12.2,12.2,12.2,7.8,20,776,22,6,52,596,596,596,596,596,596,596,596,596,4,10,0,730,176,2191.4,98,72,86,62,930,306,54,52,18,1100.0,30.06.2027
Karol Mets,ee EST,CB,31-177,0,6,0.4,0.4,0.4,0.4,0.4,0.4,18,1262,1262,1262,1262,1262,1262,1262,1262,1262,108,108,108,108,0,0,0,0,604,106,0.4,0.4,0.4,0.4,0.6,98,1178,82,0,6,1052,1052,1052,1052,1052,1052,1052,1052,1052,2,120,0,64,16,0.0,2,12,8,0,932,4,14,6,48,1326.6,30.06.2026
Kaua Santos,br BRA,GK,22-002,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,590,590,590,590,590,590,590,590,590,2,2,2,2,0,0,0,0,178,120,0.0,0.0,0.0,0.0,0.0,8,466,118,0,0,410,410,410,410,410,410,410,410,410,6,20,4,0,0,0.0,0,0,0,0,306,0,0,0,14,800.0,30.06.2030
Keven Schlotterbeck,de GER,CB,27-349,6,24,1.6,1.6,1.0,1.0,1.0,1.0,48,1366,1366,1366,1366,1366,1366,1366,1366,1366,118,118,118,118,6,6,6,6,616,106,1.0,1.0,1.0,1.0,0.8,80,1292,68,4,6,1154,1154,1154,1154,1154,1154,1154,1154,1154,6,146,2,118,38,600.0,0,10,16,0,1020,4,20,6,80,2637.8,30.06.2027
Kevin Akpoguma,ng NGA,CB,30-028,0,10,0.0,0.0,0.4,0.4,0.4,0.4,54,2738,2738,2738,2738,2738,2738,2738,2738,2738,196,196,196,196,16,16,16,16,1196,176,0.4,0.4,0.4,0.4,0.6000000000000001,202,2560,170,2,24,2386,2386,2386,2386,2386,2386,2386,2386,2386,8,230,2,230,10,900.0,12,30,22,18,2050,32,50,24,96,2474.4,30.06.2026
Kevin Kampl,si SVN,DM,34-220,2,14,1.6,1.6,2.6,2.6,2.6,2.6,88,2350,2350,2350,2350,2350,2350,2350,2350,2350,212,212,212,212,26,26,26,26,812,104,2.6,2.6,2.6,2.6,4.6,162,2210,126,8,58,2092,2092,2092,2092,2092,2092,2092,2092,2092,14,50,0,558,26,1566.8,12,68,26,24,1914,64,40,58,6,400.0,30.06.2026
Kevin Muller,de GER,GK,34-063,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,2612,2612,2612,2612,2612,2612,2612,2612,2612,2,2,2,2,0,0,0,0,1156,600,0.0,0.0,0.0,0.0,0.0,32,1856,748,0,0,1974,1974,1974,1974,1974,1974,1974,1974,1974,8,26,8,0,0,0.0,0,0,4,0,1380,0,0,0,16,1400.0,30.06.2027
Kevin Paredes,us USA,WB,21-354,0,8,0.8,0.8,0.2,0.2,0.2,0.2,12,94,94,94,94,94,94,94,94,94,14,14,14,14,0,0,0,0,36,4,0.2,0.2,0.2,0.2,0.2,8,94,0,0,2,74,74,74,74,74,74,74,74,74,0,0,0,46,10,0.0,6,2,4,2,96,24,2,2,2,100.0,30.06.2026
Kevin Stoger,at AUT,AM,31-263,6,48,7.4,4.2,10.4,10.4,10.4,10.4,212,2234,2234,2234,2234,2234,2234,2234,2234,2234,242,242,242,242,34,34,34,34,554,216,10.4,10.4,10.4,10.4,8.4,180,1880,334,26,232,1694,1694,1694,1694,1694,1694,1694,1694,1694,20,52,6,938,68,2050.0,30,78,58,50,1822,190,44,232,10,733.4,30.06.2027
Kevin Trapp,de GER,GK,34-313,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,1894,1894,1894,1894,1894,1894,1894,1894,1894,2,2,2,2,0,0,0,0,648,296,0.0,0.0,0.0,0.0,0.0,14,1512,374,0,0,1386,1386,1386,1386,1386,1386,1386,1386,1386,8,26,6,0,0,0.0,0,0,2,0,1114,0,0,0,8,800.0,30.06.2028
Kilian Fischer,de GER,RB,24-209,2,12,0.8,0.8,1.0,1.0,1.0,1.0,78,2482,2482,2482,2482,2482,2482,2482,2482,2482,220,220,220,220,20,20,20,20,882,160,1.0,1.0,1.0,1.0,1.4000000000000001,146,1970,508,0,78,1952,1952,1952,1952,1952,1952,1952,1952,1952,4,196,4,696,40,1700.0,26,62,62,18,1588,178,68,78,42,1560.0,30.06.2027
Kim Minjae,kr KOR,CB,28-162,4,14,3.4,3.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,52,5060,5060,5060,5060,5060,5060,5060,5060,5060,362,362,362,362,6,6,6,6,2304,230,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,472,4948,106,2,0,4680,4680,4680,4680,4680,4680,4680,4680,4680,6,182,8,202,28,600.0,4,46,28,10,4196,10,50,0,164,3497.2,30.06.2028
Konrad Laimer,at AUT,RB,27-355,4,36,3.8,3.8,5.4,5.4,5.4,5.4,124,2450,2450,2450,2450,2450,2450,2450,2450,2450,282,282,282,282,34,34,34,34,784,30,5.4,5.4,5.4,5.4,6.2,208,2220,228,6,42,2150,2150,2150,2150,2150,2150,2150,2150,2150,2,48,2,1016,132,1566.6,24,120,70,46,2028,226,70,42,30,1600.0,30.06.2027
Konstantinos Koulierakis,gr GRE,CB,21-170,0,44,1.8,1.8,1.8,1.8,1.8,1.8,62,3114,3114,3114,3114,3114,3114,3114,3114,3114,208,208,208,208,14,14,14,14,1416,332,1.8,1.8,1.8,1.8,1.2000000000000002,206,2868,236,2,26,2584,2584,2584,2584,2584,2584,2584,2584,2584,10,294,4,194,60,1300.0,10,34,36,4,2410,16,48,26,118,3375.2,30.06.2029
Kosta Nedeljkovic,rs SRB,RB,19-145,0,8,1.0,1.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,12,476,476,476,476,476,476,476,476,476,32,32,32,32,2,2,2,2,138,38,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.2000000000000002,18,388,84,0,34,388,388,388,388,388,388,388,388,388,4,28,0,204,10,100.0,4,14,8,2,340,54,14,34,0,0.0,30.06.2026
Kristijan Jakic,hr CRO,CM,28-003,0,36,1.2000000000000002,1.2000000000000002,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,84,2170,2170,2170,2170,2170,2170,2170,2170,2170,212,212,212,212,28,28,28,28,714,172,2.4000000000000004,2.4000000000000004,2.4000000000000004,2.4000000000000004,3.0,190,2124,44,8,26,1800,1800,1800,1800,1800,1800,1800,1800,1800,2,100,2,526,68,1900.0,26,26,78,42,1656,98,46,26,70,2113.6,30.06.2028
Lars Ritzka,de GER,"CB,LM",27-010,2,16,0.8,0.8,0.2,0.2,0.2,0.2,24,850,850,850,850,850,850,850,850,850,42,42,42,42,0,0,0,0,294,26,0.2,0.2,0.2,0.2,0.6000000000000001,50,702,146,0,38,608,608,608,608,608,608,608,608,608,2,82,0,218,12,0.0,2,12,12,8,526,68,20,38,14,550.0,-
Lasse Rieß,de GER,GK,23-287,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,168,168,168,168,168,168,168,168,168,0,0,0,0,0,0,0,0,48,40,0.0,0.0,0.0,0.0,0.0,14,136,32,0,0,106,106,106,106,106,106,106,106,106,0,10,0,0,0,0.0,0,0,0,0,94,0,0,0,0,0.0,30.06.2027
